cryptocurrency,d2de927f-116e-418e-9d9a-0e80f14a4f94,Bitcoin,58354.14,4000.0,53289.81,BTC
cryptocurrency,e313a84d-cfb8-4682-915f-bc2b25863c0c,Ethereum,2036.29,105.17,1794.02,ETH
cryptocurrency,839ba4ac-68df-4321-9bbb-d44b735a948c,Binance coin,333.46,11.42,256.82,BNB
