preciousmetal,5720a52b-1ea1-4bb0-9eb7-9ab5f3b6811e,Gold,2072.5,1460.7,1811.4,XAU
preciousmetal,5ddfac11-a906-401a-89ed-ac632d4235a7,Silver,29.42,11.77,25.91,XAG
preciousmetal,7ebffd96-fc56-4380-a61d-75fbbcc4e5e8,Platinum,1333.3,585.2,1213.34,XPT
