stock,883443ec-6df1-49be-8aff-35416ed96853,Microsoft,261.48,166.11,260.74,MSFT
stock,55c0295c-cfab-42c0-8b4d-610aaef55773,Apple,145.09,53.15,126.0,AAPL
stock,411a8de8-aaa8-427a-9dec-22c99a1eaefb,Tesla,900.4,70.1,693.73,TSLA
